src_ip,dst_ip,src_port,dst_port,proto,dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sinpkt,dinpkt,smean,dmean,total_packets,total_bytes,total_load,prediction,attack_probability,prediction_label
175.45.176.3,149.171.126.14,40414,179,tcp,0.7282519340515137,10,6,694,364,21.97041882331372,7623.735331689862,3998.6162258430977,0.0809168815612793,0.1224622249603271,69.4,60.66666666666666,16,1058,1452.79394469162,1,0.68,Attack
175.45.176.3,149.171.126.14,62893,179,tcp,0.233720064163208,10,6,694,364,68.4579651185921,23754.913896151455,12459.34965158376,0.0259688960181342,0.0408120155334472,69.4,60.66666666666666,16,1058,4526.782943466902,1,0.6366666666666667,Attack
175.45.176.3,149.171.126.11,1025,21,tcp,0.964655876159668,14,12,914,1142,26.95261661962502,7579.905104719159,9470.734824495928,0.0742042981661283,0.0597007057883522,65.28571428571429,95.16666666666669,26,2056,2131.329991151886,1,0.7766666666666666,Attack
175.45.176.3,149.171.126.14,62969,179,tcp,0.5378401279449463,10,8,694,482,33.46719418050282,10322.770116119536,7169.416708889938,0.0596694416469997,0.0683518818446568,69.4,60.25,18,1176,2186.523353126184,1,0.7133333333333334,Attack
175.45.176.3,149.171.126.18,32473,80,tcp,0.3380172252655029,10,6,1158,364,47.33486581174215,27406.887304998705,8614.945577737071,0.0352181328667534,0.0565798282623291,115.8,60.66666666666666,16,1522,4502.729110341972,1,0.7066666666666667,Attack
175.45.176.3,149.171.126.14,65534,179,tcp,0.9210250377655028,10,6,694,364,17.371949017604962,6028.066309108921,3161.6947212041027,0.0989225705464681,0.1700701713562011,69.4,60.66666666666666,16,1058,1148.720128789128,1,0.6966666666666667,Attack
175.45.176.3,149.171.126.14,62942,179,tcp,0.6009819507598877,10,8,694,482,29.950982682991757,9238.214214220568,6416.166068089789,0.0653445455763075,0.0786341599055698,69.4,60.25,18,1176,1956.7975352887947,1,0.7166666666666667,Attack
175.45.176.2,149.171.126.16,58820,5682,tcp,0.4497029781341553,10,6,898,364,35.5790394504056,15974.988713232116,6475.38517997382,0.0426112280951605,0.0676660060882568,89.8,60.66666666666666,16,1262,2806.2967366507423,1,0.7533333333333333,Attack
175.45.176.3,149.171.126.14,63313,179,tcp,0.5689451694488525,10,6,694,364,28.12221785009527,9758.40959398306,5118.243648717339,0.0599105623033311,0.0927552223205566,69.4,60.66666666666666,16,1058,1859.5816553375496,1,0.67,Attack
175.45.176.2,149.171.126.19,59386,8020,tcp,0.4976358413696289,10,6,2234,364,32.152024974655475,35913.81189669017,5851.668545387297,0.0495440959930419,0.0830696105957031,223.4,60.66666666666666,16,2598,5220.685055259683,1,0.7233333333333334,Attack
175.45.176.0,149.171.126.14,21873,80,tcp,0.5464251041412354,10,8,1328,1168,32.94138549561865,19442.73775030292,17100.239226170037,0.0607139004601372,0.0716575895036969,132.8,146.0,18,2496,4567.87212205912,1,0.7766666666666666,Attack
175.45.176.0,149.171.126.17,49194,80,tcp,0.7259960174560547,10,16,982,12476,35.81286863129908,10820.995998749446,137477.33816741148,0.0806662241617838,0.0436078071594238,98.2,779.75,26,13458,18537.29177077012,1,0.7933333333333333,Attack
175.45.176.0,149.171.126.10,15816,5060,udp,1.1920928955078123e-05,2,0,1446,0,167772.16,970394173.44,0.0,1.1920928955078123e-05,0.0,723.0,0.0,2,1446,121299271.68,1,0.7548578643578643,Attack
175.45.176.2,149.171.126.14,2085,631,tcp,0.2746050357818603,10,6,1388,364,58.265501047511805,40436.25772697319,10604.321190647148,0.0272163285149468,0.0448421955108642,138.8,60.66666666666666,16,1752,6380.072364702543,1,0.67,Attack
175.45.176.1,149.171.126.14,51435,80,tcp,0.3374559879302978,10,8,960,2388,53.34028923415617,22758.5234065733,56611.82697385108,0.037495109770033,0.0412700176239013,96.0,298.5,18,3348,9921.293797553048,1,0.7833333333333333,Attack
175.45.176.2,149.171.126.12,33692,111,udp,2.5033950805664062e-05,2,0,200,0,79891.50476190477,63913203.809523806,0.0,2.5033950805664062e-05,0.0,100.0,0.0,2,200,7989150.476190476,1,0.7768971140163691,Attack
175.45.176.1,149.171.126.19,64694,80,tcp,0.2966561317443847,10,6,1148,364,53.93449953627279,30958.40273382058,9816.078915601647,0.0295004579755995,0.0535516262054443,114.8,60.66666666666666,16,1512,5096.810206177779,1,0.71,Attack
175.45.176.0,149.171.126.10,16726,80,tcp,0.6474990844726562,14,12,2002,3160,40.154496930563575,24735.17010922716,39042.526246332585,0.049807621882512,0.0522470907731489,143.0,263.3333333333333,26,5162,7972.212044444968,1,0.7133333333333334,Attack
175.45.176.0,149.171.126.10,8465,111,udp,1.5020370483398438e-05,2,0,200,0,133152.50793650793,106522006.34920634,0.0,1.5020370483398438e-05,0.0,100.0,0.0,2,200,13315250.793650793,1,0.8689143046746157,Attack
175.45.176.3,149.171.126.16,16086,111,tcp,0.7836811542510986,10,8,724,482,22.96852476591856,7390.760858011127,4920.36841652122,0.0846635500590006,0.1067311423165457,72.4,60.25,18,1206,1538.8911593165433,1,0.75,Attack
175.45.176.2,149.171.126.12,52231,8983,tcp,0.3545529842376709,10,6,1176,364,45.12724673408634,26534.82107964277,8213.158905603714,0.0393947760264078,0.0528571605682373,117.6,60.66666666666666,16,1540,4343.497498155811,1,0.72,Attack
175.45.176.3,149.171.126.12,49528,80,tcp,0.2888340950012207,10,6,914,364,55.39512224113424,25315.570864198347,10081.912247886432,0.0294680065578884,0.0506097793579101,91.4,60.66666666666666,16,1278,4424.685389010597,1,0.73,Attack
175.45.176.2,149.171.126.10,46430,9111,tcp,0.318126916885376,10,6,3200,364,50.29439242880836,80471.02788609338,9153.579422043122,0.0296267668406168,0.0593853950500488,320.0,60.66666666666666,16,3564,11203.075913517065,1,0.71,Attack
175.45.176.0,149.171.126.14,4893,80,tcp,0.5953729152679443,10,10,1002,1614,33.59239140228458,13463.83047403566,21687.247889314927,0.0661525461408827,0.0623224311404758,100.2,161.4,20,2616,4393.884795418823,1,0.7433333333333333,Attack
175.45.176.2,149.171.126.14,50028,80,tcp,0.3408019542694092,10,8,964,2842,52.81659853913492,22628.978218544915,66713.2324658762,0.0378668838077121,0.045630999973842,96.4,355.25,18,3806,11167.776335552637,1,0.8033333333333333,Attack
175.45.176.0,149.171.126.13,26782,111,udp,8.106231689453125e-06,2,0,200,0,246723.76470588235,197379011.7647059,0.0,8.106231689453125e-06,0.0,100.0,0.0,2,200,24672376.47058824,1,0.9391342783831753,Attack
175.45.176.2,149.171.126.14,10975,80,tcp,0.5941948890686035,10,10,952,3246,33.65899028742887,12817.343501452911,43702.83298919765,0.0660216543409559,0.0583610004848904,95.2,324.6,20,4198,7065.02206133132,1,0.81,Attack
175.45.176.3,149.171.126.14,11980,80,tcp,0.9588768482208252,24,58,3074,72106,85.5167169299678,25646.671984655703,601587.1600929032,0.0416902977487315,0.0157517173834014,128.08333333333334,1243.2068965517242,82,75180,78404.22900969486,1,0.55,Attack
175.45.176.0,149.171.126.18,7302,80,tcp,0.536452054977417,10,8,1110,482,33.55379074977678,16553.203436556545,7187.967618396626,0.0596057838863796,0.06978212084089,111.0,60.25,18,1592,2967.6463818691464,1,0.8133333333333334,Attack
175.45.176.0,149.171.126.11,60731,111,tcp,0.7046639919281006,10,8,724,482,25.54408939038935,8219.520319396395,5472.111593852296,0.0762341287400987,0.0982318605695452,72.4,60.25,18,1206,1711.4539891560864,1,0.7433333333333333,Attack
175.45.176.3,149.171.126.11,35333,80,tcp,0.4010047912597656,12,12,1474,5286,59.84965896443146,29406.132437857326,105455.09909532825,0.036454981023615,0.0329889167438853,122.83333333333331,440.5,24,6760,16857.653941648197,1,0.7633333333333333,Attack
175.45.176.0,149.171.126.17,60595,25,tcp,1.0670390129089355,28,20,15432,2168,44.98429712437934,115699.61220390369,16254.326027609068,0.0395199634410716,0.0529182710145649,551.1428571428571,108.4,48,17600,16494.24227893909,1,0.72,Attack
175.45.176.1,149.171.126.17,25119,111,udp,1.0013580322265623e-05,2,0,200,0,199728.7619047619,159783009.52380952,0.0,1.0013580322265623e-05,0.0,100.0,0.0,2,200,19972876.19047619,1,0.9069873196020736,Attack
175.45.176.2,149.171.126.16,6621,139,tcp,1.6735069751739502,28,28,4608,3908,33.46266303681176,22027.9930390898,18681.72673540862,0.0619817398212574,0.0609827394838686,164.57142857142858,139.57142857142858,56,8516,5088.714971812303,1,0.5866666666666667,Attack
175.45.176.2,149.171.126.19,36063,111,tcp,1.4743058681488037,10,8,724,482,12.209135423574963,3928.6284651859,2615.468121850281,0.1638117631276448,0.204937287739345,72.4,60.25,18,1206,818.0120733795226,1,0.7566666666666667,Attack
175.45.176.3,149.171.126.12,12254,111,tcp,0.6944878101348877,10,8,724,482,25.91838148534807,8339.959197952001,5552.293278194565,0.0771653122372097,0.0969475678035191,72.4,60.25,18,1206,1736.5315595183208,1,0.7533333333333333,Attack
175.45.176.2,149.171.126.13,47036,445,tcp,1.3578789234161377,30,24,11374,3638,39.76790497944203,67010.39277572943,21433.42789854964,0.0468234111522806,0.0576543082361636,379.1333333333333,151.58333333333334,54,15012,11055.477584284885,1,0.5666666666666667,Attack
175.45.176.2,149.171.126.19,13304,80,tcp,0.3045828342437744,10,8,1002,2604,59.09722405955947,26317.963781190483,68395.18731159683,0.0338425371381971,0.0410002980913434,100.2,325.5,18,3606,11839.143886598416,1,0.8133333333333334,Attack
175.45.176.0,149.171.126.12,53422,111,udp,1.0967254638671877e-05,2,0,200,0,182361.0434782609,145888834.7826087,0.0,1.0967254638671877e-05,0.0,100.0,0.0,2,200,18236104.34782609,1,0.8575929369536842,Attack
175.45.176.3,149.171.126.10,11441,80,tcp,0.2890701293945312,12,8,3962,1456,69.18736308691177,109648.13302013776,40294.72026181741,0.0262791026722301,0.0394764287131173,330.1666666666667,182.0,20,5418,18742.8566602444,1,0.7433333333333333,Attack
175.45.176.1,149.171.126.11,21960,111,tcp,0.6798710823059082,10,8,724,482,26.47560760923921,8519.262181817418,5671.663496734799,0.0755412313673231,0.0943667207445417,72.4,60.25,18,1206,1773.865709819027,1,0.7566666666666667,Attack
175.45.176.2,149.171.126.17,15047,111,tcp,0.7074680328369141,10,8,724,482,25.44284570402543,8186.942350984183,5450.422946373447,0.0786075592041015,0.0997270175388881,72.4,60.25,18,1206,1704.6706621697035,1,0.7433333333333333,Attack
175.45.176.0,149.171.126.16,18446,80,tcp,0.4480969905853271,10,8,1102,482,40.16987477752859,19674.31200214956,8605.27984123057,0.0497885545094808,0.062070574079241,110.2,60.25,18,1584,3534.948980422516,1,0.79,Attack
175.45.176.2,149.171.126.14,49313,80,tcp,0.2918589115142822,10,10,1020,4930,68.52626118637906,27958.714564042657,135133.78705953952,0.0324287679460313,0.0300186740027533,102.0,493.0,20,5950,20386.562702947773,1,0.8033333333333333,Attack
175.45.176.1,149.171.126.18,59236,111,tcp,3.93448805809021,10,8,724,482,4.5749281060817735,1472.1101994680907,980.05126539174,0.4371653397878011,0.5598959922790527,72.4,60.25,18,1206,306.52018310747883,1,0.7533333333333333,Attack
175.45.176.3,149.171.126.12,21226,143,tcp,0.3070309162139892,10,8,698,580,58.62601793317342,18187.09356326891,15112.484622773592,0.0317631032731798,0.0411020006452287,69.8,72.5,18,1278,4162.447273255313,1,0.74,Attack
175.45.176.3,149.171.126.19,17849,80,tcp,0.5199828147888184,12,24,1058,23280,69.23305727828861,16277.461022317631,358165.6829863464,0.0472711649808016,0.0206922137218972,88.16666666666667,970.0,36,24338,46805.39300108301,1,0.7666666666666667,Attack
175.45.176.0,149.171.126.15,18519,111,udp,2.384185791015625e-05,2,0,200,0,83886.08,67108864.0,0.0,2.384185791015625e-05,0.0,100.0,0.0,2,200,8388608.0,1,0.7372939394131944,Attack
175.45.176.3,149.171.126.14,37482,514,udp,1.0013580322265623e-05,2,0,470,0,199728.7619047619,375490072.3809524,0.0,1.0013580322265623e-05,0.0,235.0,0.0,2,470,46936259.047619045,1,0.7346302308802308,Attack
175.45.176.3,149.171.126.14,2645,514,udp,1.0967254638671877e-05,2,0,970,0,182361.0434782609,707560848.6956521,0.0,1.0967254638671877e-05,0.0,485.0,0.0,2,970,88445106.08695652,1,0.5924466451462072,Attack
175.45.176.3,149.171.126.14,1603,514,udp,1.1205673217773438e-05,2,0,1292,0,178481.02127659574,922389917.9574468,0.0,1.1205673217773438e-05,0.0,646.0,0.0,2,1292,115298739.74468084,1,0.6417936507936508,Attack
175.45.176.3,149.171.126.14,24186,514,udp,1.0013580322265623e-05,2,0,668,0,199728.7619047619,533675251.8095238,0.0,1.0013580322265623e-05,0.0,334.0,0.0,2,668,66709406.47619048,1,0.5221561834457933,Attack
175.45.176.3,149.171.126.14,22785,514,udp,1.0967254638671877e-05,2,0,1490,0,182361.0434782609,1086871819.1304348,0.0,1.0967254638671877e-05,0.0,745.0,0.0,2,1490,135858977.39130434,1,0.6709636844636845,Attack
175.45.176.3,149.171.126.14,37184,514,udp,1.1205673217773438e-05,2,0,1394,0,178481.02127659574,995210174.638298,0.0,1.1205673217773438e-05,0.0,697.0,0.0,2,1394,124401271.82978724,1,0.6830483405483406,Attack
175.45.176.3,149.171.126.14,1280,514,udp,1.0013580322265623e-05,2,0,1128,0,199728.7619047619,901176173.7142856,0.0,1.0013580322265623e-05,0.0,564.0,0.0,2,1128,112647021.71428572,1,0.6950767195767197,Attack
175.45.176.3,149.171.126.14,63875,514,udp,9.059906005859377e-06,2,0,288,0,220752.84210526315,254307274.10526317,0.0,9.059906005859377e-06,0.0,144.0,0.0,2,288,31788409.263157893,1,0.5753862433862434,Attack
175.45.176.3,149.171.126.14,23961,514,udp,9.059906005859377e-06,2,0,376,0,220752.84210526315,332012274.5263158,0.0,9.059906005859377e-06,0.0,188.0,0.0,2,376,41501534.31578948,1,0.7703326118326119,Attack
175.45.176.3,149.171.126.14,37367,514,udp,9.059906005859377e-06,2,0,238,0,220752.84210526315,210156705.6842105,0.0,9.059906005859377e-06,0.0,119.0,0.0,2,238,26269588.21052632,1,0.6781481481481481,Attack
175.45.176.3,149.171.126.14,2543,514,udp,7.867813110351562e-06,2,0,1816,0,254200.24242424243,1846510560.969697,0.0,7.867813110351562e-06,0.0,908.0,0.0,2,1816,230813820.12121207,1,0.5468888888888891,Attack
175.45.176.3,149.171.126.14,1074,514,udp,1.0967254638671877e-05,2,0,1580,0,182361.0434782609,1152521794.7826087,0.0,1.0967254638671877e-05,0.0,790.0,0.0,2,1580,144065224.3478261,1,0.6916666666666667,Attack
175.45.176.3,149.171.126.14,1381,514,udp,10.675253868103027,4,0,642,0,0.3746983490436459,481.1126801720415,0.0,3.5584179560343423,0.0,160.5,0.0,4,642,60.13908502150518,0,0.47,Normal
175.45.176.2,149.171.126.17,58472,25,tcp,0.9893410205841064,36,22,25411,2124,58.624881404146,205478.18777389708,17175.06870378015,0.028266886302403,0.0463378997076125,705.8611111111111,96.54545454545456,58,27535,27831.65705970965,1,0.72,Attack
175.45.176.3,149.171.126.14,65367,514,udp,1.0967254638671877e-05,2,0,786,0,182361.0434782609,573343120.6956521,0.0,1.0967254638671877e-05,0.0,393.0,0.0,2,786,71667890.08695652,1,0.6777543029677098,Attack
175.45.176.3,149.171.126.14,42168,514,udp,1.0967254638671877e-05,2,0,1772,0,182361.0434782609,1292575076.173913,0.0,1.0967254638671877e-05,0.0,886.0,0.0,2,1772,161571884.52173913,1,0.7352777777777778,Attack
175.45.176.3,149.171.126.14,29128,514,udp,1.0967254638671877e-05,2,0,1002,0,182361.0434782609,730903062.2608696,0.0,1.0967254638671877e-05,0.0,501.0,0.0,2,1002,91362882.7826087,1,0.5424141043589658,Attack
175.45.176.3,149.171.126.14,24126,514,udp,9.059906005859377e-06,2,0,264,0,220752.84210526315,233115001.2631579,0.0,9.059906005859377e-06,0.0,132.0,0.0,2,264,29139375.157894734,1,0.6536666666666666,Attack
175.45.176.3,149.171.126.14,22880,514,udp,1.0013580322265623e-05,2,0,958,0,199728.7619047619,765360615.6190476,0.0,1.0013580322265623e-05,0.0,479.0,0.0,2,958,95670076.95238096,1,0.6357960225626917,Attack
175.45.176.3,149.171.126.14,37315,514,udp,1.0967254638671877e-05,2,0,1018,0,182361.0434782609,742574169.0434783,0.0,1.0967254638671877e-05,0.0,509.0,0.0,2,1018,92821771.13043478,1,0.5600358272054077,Attack
175.45.176.3,149.171.126.14,2612,514,udp,9.059906005859377e-06,2,0,384,0,220752.84210526315,339076365.4736842,0.0,9.059906005859377e-06,0.0,192.0,0.0,2,384,42384545.68421053,1,0.7518881673881675,Attack
175.45.176.3,149.171.126.14,1607,514,udp,1.0013580322265623e-05,2,0,1480,0,199728.7619047619,1182394270.4761906,0.0,1.0013580322265623e-05,0.0,740.0,0.0,2,1480,147799283.80952382,1,0.7399523809523809,Attack
175.45.176.3,149.171.126.14,1032,514,udp,1.1920928955078123e-05,2,0,206,0,167772.16,138244259.84,0.0,1.1920928955078123e-05,0.0,103.0,0.0,2,206,17280532.48,1,0.7109675638371292,Attack
175.45.176.3,149.171.126.14,37479,514,udp,1.4066696166992188e-05,2,0,2158,0,142179.7966101695,1227296004.338983,0.0,1.4066696166992188e-05,0.0,1079.0,0.0,2,2158,153412000.54237288,1,0.7866666666666667,Attack
175.45.176.3,149.171.126.14,4602,514,udp,1.1920928955078123e-05,2,0,1890,0,167772.16,1268357529.6,0.0,1.1920928955078123e-05,0.0,945.0,0.0,2,1890,158544691.2,1,0.6783333333333335,Attack
175.45.176.3,149.171.126.14,1124,514,udp,1.0967254638671877e-05,2,0,1786,0,182361.0434782609,1302787294.6086955,0.0,1.0967254638671877e-05,0.0,893.0,0.0,2,1786,162848411.82608697,1,0.6852777777777778,Attack
175.45.176.3,149.171.126.14,1325,514,udp,1.0967254638671877e-05,2,0,1232,0,182361.0434782609,898675222.2608696,0.0,1.0967254638671877e-05,0.0,616.0,0.0,2,1232,112334402.7826087,1,0.6699841269841271,Attack
175.45.176.3,149.171.126.14,65401,514,udp,1.0013580322265623e-05,2,0,638,0,199728.7619047619,509707800.3809524,0.0,1.0013580322265623e-05,0.0,319.0,0.0,2,638,63713475.047619045,1,0.679425730994152,Attack
175.45.176.3,149.171.126.14,40240,514,udp,1.0013580322265623e-05,2,0,584,0,199728.7619047619,466566387.8095238,0.0,1.0013580322265623e-05,0.0,292.0,0.0,2,584,58320798.47619048,1,0.7858741436925647,Attack
175.45.176.3,149.171.126.14,24872,514,udp,1.0967254638671877e-05,2,0,636,0,182361.0434782609,463926494.6086956,0.0,1.0967254638671877e-05,0.0,318.0,0.0,2,636,57990811.82608695,1,0.6997035087719298,Attack
175.45.176.3,149.171.126.14,1556,514,udp,1.0013580322265623e-05,2,0,1236,0,199728.7619047619,987458998.8571428,0.0,1.0013580322265623e-05,0.0,618.0,0.0,2,1236,123432374.85714284,1,0.6286038961038961,Attack
175.45.176.3,149.171.126.14,32357,514,udp,1.0013580322265623e-05,2,0,706,0,199728.7619047619,564034023.6190476,0.0,1.0013580322265623e-05,0.0,353.0,0.0,2,706,70504252.95238096,1,0.6921799929696028,Attack
175.45.176.3,149.171.126.14,56650,514,udp,1.0967254638671877e-05,2,0,774,0,182361.0434782609,564589790.6086956,0.0,1.0967254638671877e-05,0.0,387.0,0.0,2,774,70573723.82608695,1,0.6969765251899321,Attack
175.45.176.3,149.171.126.14,24127,514,udp,1.0013580322265623e-05,2,0,576,0,199728.7619047619,460175067.4285714,0.0,1.0013580322265623e-05,0.0,288.0,0.0,2,576,57521883.42857143,1,0.7733741436925647,Attack
175.45.176.3,149.171.126.14,24063,514,udp,1.0967254638671877e-05,2,0,2184,0,182361.0434782609,1593106075.826087,0.0,1.0967254638671877e-05,0.0,1092.0,0.0,2,2184,199138259.47826087,1,0.7686666666666666,Attack
175.45.176.2,149.171.126.13,13352,25,tcp,0.8958568572998047,20,20,3666,2252,44.6499903126976,32737.372897269885,20110.355636839,0.047150360910516,0.0439263143037494,183.3,112.6,40,5918,6605.966066763611,1,0.6766666666666666,Attack
175.45.176.3,149.171.126.14,22833,514,udp,8.821487426757812e-06,2,0,248,0,226719.13513513515,224905382.05405405,0.0,8.821487426757812e-06,0.0,124.0,0.0,2,248,28113172.75675676,1,0.7545,Attack
175.45.176.3,149.171.126.14,23646,514,udp,1.0967254638671877e-05,2,0,1522,0,182361.0434782609,1110214032.6956522,0.0,1.0967254638671877e-05,0.0,761.0,0.0,2,1522,138776754.08695653,1,0.6885000000000001,Attack
175.45.176.3,149.171.126.14,2599,514,udp,1.1205673217773438e-05,2,0,1678,0,178481.02127659574,1197964614.8085103,0.0,1.1205673217773438e-05,0.0,839.0,0.0,2,1678,149745576.85106382,1,0.7284523809523811,Attack
175.45.176.3,149.171.126.14,37308,514,udp,1.1205673217773438e-05,2,0,1720,0,178481.02127659574,1227949426.382979,0.0,1.1205673217773438e-05,0.0,860.0,0.0,2,1720,153493678.29787233,1,0.7341666666666667,Attack
175.45.176.3,149.171.126.14,37332,514,udp,1.0967254638671877e-05,2,0,2158,0,182361.0434782609,1574140527.3043478,0.0,1.0967254638671877e-05,0.0,1079.0,0.0,2,2158,196767565.91304347,1,0.7533333333333334,Attack
175.45.176.3,149.171.126.14,1893,514,udp,1.0967254638671877e-05,2,0,1958,0,182361.0434782609,1428251692.5217392,0.0,1.0967254638671877e-05,0.0,979.0,0.0,2,1958,178531461.5652174,1,0.7461111111111112,Attack
175.45.176.3,149.171.126.14,1042,514,udp,8.821487426757812e-06,2,0,322,0,226719.13513513515,292014246.0540541,0.0,8.821487426757812e-06,0.0,161.0,0.0,2,322,36501780.75675676,1,0.6998405483405484,Attack
175.45.176.3,149.171.126.14,1028,514,udp,1.0013580322265623e-05,2,0,1052,0,199728.7619047619,840458630.0952381,0.0,1.0013580322265623e-05,0.0,526.0,0.0,2,1052,105057328.76190476,1,0.7090184650473796,Attack
175.45.176.3,149.171.126.14,1606,514,udp,1.0013580322265623e-05,2,0,766,0,199728.7619047619,611968926.4761904,0.0,1.0013580322265623e-05,0.0,383.0,0.0,2,766,76496115.8095238,1,0.7166012784236752,Attack
175.45.176.3,149.171.126.14,1099,514,udp,3.314018249511719e-05,2,0,1676,0,60349.69784172662,404584374.3309352,0.0,3.314018249511719e-05,0.0,838.0,0.0,2,1676,50573046.791366905,1,0.5966266233766234,Attack
175.45.176.3,149.171.126.14,1287,514,udp,1.0013580322265623e-05,2,0,1172,0,199728.7619047619,936328435.8095238,0.0,1.0013580322265623e-05,0.0,586.0,0.0,2,1172,117041054.47619048,1,0.5960931584755114,Attack
175.45.176.3,149.171.126.14,1364,514,udp,1.0013580322265623e-05,2,0,1454,0,199728.7619047619,1161622479.2380953,0.0,1.0013580322265623e-05,0.0,727.0,0.0,2,1454,145202809.9047619,1,0.7248333333333333,Attack
175.45.176.3,149.171.126.14,37417,514,udp,1.0967254638671877e-05,2,0,1734,0,182361.0434782609,1264856197.5652175,0.0,1.0967254638671877e-05,0.0,867.0,0.0,2,1734,158107024.6956522,1,0.6908333333333334,Attack
175.45.176.3,149.171.126.14,65399,514,udp,1.0967254638671877e-05,2,0,1914,0,182361.0434782609,1396156148.8695652,0.0,1.0967254638671877e-05,0.0,957.0,0.0,2,1914,174519518.60869566,1,0.7282222222222223,Attack
